Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""DropDown_OR/Dropdown_Item5_Position""))",Chrome 94.0.4606.81,,,2021-10-25 14:23:16,2021-10-25 14:23:16,0.520s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Box_Position""), ""Training Courses"")",Chrome 94.0.4606.81,,,2021-10-25 14:23:16,2021-10-25 14:23:17,0.574s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Box_Position""))",Chrome 94.0.4606.81,,,2021-10-25 14:23:17,2021-10-25 14:23:17,0.416s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Item6_Position""))",Chrome 94.0.4606.81,,,2021-10-25 14:23:17,2021-10-25 14:23:18,0.496s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Box_Position""), ""Community"")",Chrome 94.0.4606.81,,,2021-10-25 14:23:18,2021-10-25 14:23:18,0.583s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Box_Position""))",Chrome 94.0.4606.81,,,2021-10-25 14:23:18,2021-10-25 14:23:19,0.393s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Item7_Position""))",Chrome 94.0.4606.81,,,2021-10-25 14:23:19,2021-10-25 14:23:19,0.541s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Box_Position""), ""Cases"")",Chrome 94.0.4606.81,,,2021-10-25 14:23:19,2021-10-25 14:23:20,0.575s,PASSED
,,,,,,,
Test Cases/TestCase_3_Searchbox/1_Verify_SearchBar_Position,Chrome 94.0.4606.81,,,2021-10-25 14:23:20,2021-10-25 14:23:48,28.563s,PASSED
"openBrowser(""https://hfx-cadence.cs197.force.com/UnifiedSSO/CadenceApplicationLoginScreen?appcode=cos&langcode=en"")",Chrome 94.0.4606.81,,,2021-10-25 14:23:20,2021-10-25 14:23:27,6.552s,PASSED
"setText(findTestObject(""Login_OR/UserName_Field""), ""auto_swhostiduser1.en@cssotest.com"")",Chrome 94.0.4606.81,,,2021-10-25 14:23:27,2021-10-25 14:23:29,2.163s,PASSED
"setText(findTestObject(""Login_OR/Password_Field""), ""Cadence123"")",Chrome 94.0.4606.81,,,2021-10-25 14:23:29,2021-10-25 14:23:29,0.688s,PASSED
"click(findTestObject(""Login_OR/Login_Button_Field""))",Chrome 94.0.4606.81,,,2021-10-25 14:23:29,2021-10-25 14:23:46,16.673s,PASSED
"verifyElementPresent(findTestObject(""Searchbox_OR/Searchbar_position""), 30)",Chrome 94.0.4606.81,,,2021-10-25 14:23:46,2021-10-25 14:23:48,2.129s,PASSED
,,,,,,,
Test Cases/TestCase_3_Searchbox/2_Verify_Searchbar_Placeholder,Chrome 94.0.4606.81,,,2021-10-25 14:23:48,2021-10-25 14:24:16,27.330s,PASSED
"callTestCase(findTestCase(""TestCase_1_Login""), [:], STOP_ON_FAILURE)",Chrome 94.0.4606.81,,,2021-10-25 14:23:49,2021-10-25 14:24:15,26.534s,PASSED
"expectedPlaceholder = ""Start your search here...""",Chrome 94.0.4606.81,,,2021-10-25 14:24:15,2021-10-25 14:24:15,0.000s,PASSED
"placeholder = getAttribute(findTestObject(""Searchbox_OR/Searchbar_position""), ""placeholder"")",Chrome 94.0.4606.81,,,2021-10-25 14:24:15,2021-10-25 14:24:16,0.409s,PASSED
if (expectedPlaceholder != placeholder),Chrome 94.0.4606.81,,,2021-10-25 14:24:16,2021-10-25 14:24:16,0.000s,PASSED
,,,,,,,
Test Cases/TestCase_3_Searchbox/3_Verify_Searchbar_Tooltip,Chrome 94.0.4606.81,,,2021-10-25 14:24:16,2021-10-25 14:24:43,27.094s,PASSED
"callTestCase(findTestCase(""TestCase_1_Login""), [:], STOP_ON_FAILURE)",Chrome 94.0.4606.81,,,2021-10-25 14:24:16,2021-10-25 14:24:42,26.298s,PASSED
"expectedTooltip = ""Insert a query. Press enter to send""",Chrome 94.0.4606.81,,,2021-10-25 14:24:42,2021-10-25 14:24:42,0.000s,PASSED
"actualTooltip = getAttribute(findTestObject(""Searchbox_OR/Searchbar_position""), ""title"")",Chrome 94.0.4606.81,,,2021-10-25 14:24:42,2021-10-25 14:24:43,0.372s,PASSED
"verifyMatch(actualTooltip, expectedTooltip, true)",Chrome 94.0.4606.81,,,2021-10-25 14:24:43,2021-10-25 14:24:43,0.012s,PASSED
,,,,,,,
Test Cases/TestCase_3_Searchbox/4_Verify_MagnifyingGlass_Icon,Chrome 94.0.4606.81,,,2021-10-25 14:24:43,2021-10-25 14:25:11,28.209s,PASSED
"callTestCase(findTestCase(""TestCase_1_Login""), [:], STOP_ON_FAILURE)",Chrome 94.0.4606.81,,,2021-10-25 14:24:43,2021-10-25 14:25:10,27.483s,PASSED
"verifyElementPresent(findTestObject(""Searchbox_OR/MagnifyingGlass_Position""), 0)",Chrome 94.0.4606.81,,,2021-10-25 14:25:10,2021-10-25 14:25:11,0.356s,PASSED
