Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Box_Position""), ""All Content"")",Chrome 94.0.4606.81,,,2021-10-25 15:20:47,2021-10-25 15:20:47,0.499s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Box_Position""))",Chrome 94.0.4606.81,,,2021-10-25 15:20:47,2021-10-25 15:20:48,0.372s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Item3_Position""))",Chrome 94.0.4606.81,,,2021-10-25 15:20:48,2021-10-25 15:20:48,0.536s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Box_Position""), ""Product Manuals"")",Chrome 94.0.4606.81,,,2021-10-25 15:20:48,2021-10-25 15:20:49,0.466s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Box_Position""))",Chrome 94.0.4606.81,,,2021-10-25 15:20:49,2021-10-25 15:20:49,0.370s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Item4_Position""))",Chrome 94.0.4606.81,,,2021-10-25 15:20:49,2021-10-25 15:20:49,0.497s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Box_Position""), ""Articles and AppNotes"")",Chrome 94.0.4606.81,,,2021-10-25 15:20:49,2021-10-25 15:20:50,0.582s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Box_Position""))",Chrome 94.0.4606.81,,,2021-10-25 15:20:50,2021-10-25 15:20:50,0.403s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Item5_Position""))",Chrome 94.0.4606.81,,,2021-10-25 15:20:50,2021-10-25 15:20:51,0.525s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Box_Position""), ""Training Courses"")",Chrome 94.0.4606.81,,,2021-10-25 15:20:51,2021-10-25 15:20:51,0.593s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Box_Position""))",Chrome 94.0.4606.81,,,2021-10-25 15:20:51,2021-10-25 15:20:52,0.405s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Item6_Position""))",Chrome 94.0.4606.81,,,2021-10-25 15:20:52,2021-10-25 15:20:52,0.516s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Box_Position""), ""Community"")",Chrome 94.0.4606.81,,,2021-10-25 15:20:52,2021-10-25 15:20:53,0.609s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Box_Position""))",Chrome 94.0.4606.81,,,2021-10-25 15:20:53,2021-10-25 15:20:53,0.409s,PASSED
"click(findTestObject(""DropDown_OR/Dropdown_Item7_Position""))",Chrome 94.0.4606.81,,,2021-10-25 15:20:53,2021-10-25 15:20:54,0.524s,PASSED
"verifyElementText(findTestObject(""DropDown_OR/Dropdown_Box_Position""), ""Cases"")",Chrome 94.0.4606.81,,,2021-10-25 15:20:54,2021-10-25 15:20:55,0.582s,PASSED
,,,,,,,
Test Cases/TestCase_3_Searchbox/1_Verify_SearchBar_Position,Chrome 94.0.4606.81,,,2021-10-25 15:20:55,2021-10-25 15:21:22,27.265s,PASSED
"openBrowser(""https://hfx-cadence.cs197.force.com/UnifiedSSO/CadenceApplicationLoginScreen?appcode=cos&langcode=en"")",Chrome 94.0.4606.81,,,2021-10-25 15:20:55,2021-10-25 15:21:01,6.193s,PASSED
"setText(findTestObject(""Login_OR/UserName_Field""), ""auto_swhostiduser1.en@cssotest.com"")",Chrome 94.0.4606.81,,,2021-10-25 15:21:01,2021-10-25 15:21:03,2.268s,PASSED
"setText(findTestObject(""Login_OR/Password_Field""), ""Cadence123"")",Chrome 94.0.4606.81,,,2021-10-25 15:21:03,2021-10-25 15:21:04,0.684s,PASSED
"click(findTestObject(""Login_OR/Login_Button_Field""))",Chrome 94.0.4606.81,,,2021-10-25 15:21:04,2021-10-25 15:21:19,15.253s,PASSED
"verifyElementPresent(findTestObject(""Searchbox_OR/Searchbar_position""), 30)",Chrome 94.0.4606.81,,,2021-10-25 15:21:19,2021-10-25 15:21:22,2.464s,PASSED
,,,,,,,
Test Cases/TestCase_3_Searchbox/2_Verify_Searchbar_Placeholder,Chrome 94.0.4606.81,,,2021-10-25 15:21:22,2021-10-25 15:21:49,27.342s,PASSED
"callTestCase(findTestCase(""TestCase_1_Login""), [:], STOP_ON_FAILURE)",Chrome 94.0.4606.81,,,2021-10-25 15:21:22,2021-10-25 15:21:49,26.528s,PASSED
"expectedPlaceholder = ""Start your search here...""",Chrome 94.0.4606.81,,,2021-10-25 15:21:49,2021-10-25 15:21:49,0.001s,PASSED
"placeholder = getAttribute(findTestObject(""Searchbox_OR/Searchbar_position""), ""placeholder"")",Chrome 94.0.4606.81,,,2021-10-25 15:21:49,2021-10-25 15:21:49,0.396s,PASSED
if (expectedPlaceholder != placeholder),Chrome 94.0.4606.81,,,2021-10-25 15:21:49,2021-10-25 15:21:49,0.000s,PASSED
,,,,,,,
Test Cases/TestCase_3_Searchbox/3_Verify_Searchbar_Tooltip,Chrome 94.0.4606.81,,,2021-10-25 15:21:49,2021-10-25 15:22:18,28.917s,PASSED
"callTestCase(findTestCase(""TestCase_1_Login""), [:], STOP_ON_FAILURE)",Chrome 94.0.4606.81,,,2021-10-25 15:21:50,2021-10-25 15:22:18,28.145s,PASSED
"expectedTooltip = ""Insert a query. Press enter to send""",Chrome 94.0.4606.81,,,2021-10-25 15:22:18,2021-10-25 15:22:18,0.000s,PASSED
"actualTooltip = getAttribute(findTestObject(""Searchbox_OR/Searchbar_position""), ""title"")",Chrome 94.0.4606.81,,,2021-10-25 15:22:18,2021-10-25 15:22:18,0.385s,PASSED
"verifyMatch(actualTooltip, expectedTooltip, true)",Chrome 94.0.4606.81,,,2021-10-25 15:22:18,2021-10-25 15:22:18,0.011s,PASSED
,,,,,,,
Test Cases/TestCase_3_Searchbox/4_Verify_MagnifyingGlass_Icon,Chrome 94.0.4606.81,,,2021-10-25 15:22:18,2021-10-25 15:22:54,35.820s,PASSED
"callTestCase(findTestCase(""TestCase_1_Login""), [:], STOP_ON_FAILURE)",Chrome 94.0.4606.81,,,2021-10-25 15:22:18,2021-10-25 15:22:54,35.077s,PASSED
"verifyElementPresent(findTestObject(""Searchbox_OR/MagnifyingGlass_Position""), 0)",Chrome 94.0.4606.81,,,2021-10-25 15:22:54,2021-10-25 15:22:54,0.381s,PASSED
